sana;sanaluokka;taso;aikaleima (dd.mm.yyyy HH:MM:SS)
chemical;1;3;07-09-2022 22:29:55
chest;1;3;14-03-2022 10:07:17
childhood;1;3;20-09-2022 14:38:28
claim;2;3;28-11-2022 19:06:24
claim;1;3;04-05-2022 16:51:46
clause;1;3;27-08-2022 22:15:19
clear;2;3;13-09-2022 06:01:19
click;2;3;20-02-2022 20:56:31
click;1;3;18-09-2022 05:51:24
client;1;3;14-11-2022 10:49:32
climb;1;3;20-05-2022 13:00:06
close;4;3;13-01-2022 05:28:03
cloth;1;3;25-10-2022 06:19:33
clue;1;3;13-09-2022 20:07:26
coach;2;3;14-09-2022 19:07:41
coal;1;3;09-01-2022 22:49:39
coin;1;3;15-09-2022 05:19:18
collection;1;3;31-01-2022 11:27:31
coloured;3;3;24-03-2022 09:56:50
combine;2;3;08-09-2022 15:17:36
comment;2;3;20-04-2022 21:05:52
commercial;3;3;24-01-2022 08:20:03
commercial;1;3;14-04-2022 11:15:00
commit;2;3;04-06-2022 10:39:55
communication;1;3;25-08-2022 11:46:39
comparison;1;3;09-11-2022 10:25:53
competitive;3;3;31-10-2022 02:38:22
competitor;1;3;31-12-2022 01:55:03
complaint;1;3;01-01-2022 10:23:28
complex;3;3;08-09-2022 12:32:13
concentrate;2;3;03-06-2022 10:54:56
conclude;2;3;20-06-2022 17:40:07
conclusion;1;3;06-09-2022 10:18:06
confident;3;3;18-01-2022 18:53:29
confirm;2;3;22-07-2022 09:23:30
confuse;2;3;15-06-2022 08:49:00
confused;3;3;19-05-2022 15:23:06
connection;1;3;30-03-2022 14:49:47
consequence;1;3;29-03-2022 11:58:42
consist;2;3;22-02-2022 11:32:17
consume;2;3;27-11-2022 18:11:20
consumer;1;3;07-02-2022 17:14:47
contact;1;3;07-12-2022 08:43:46
contact;2;3;26-07-2022 13:59:02
container;1;3;10-01-2022 17:47:23
content;1;3;22-03-2022 22:45:01
continuous;3;3;16-10-2022 17:45:32
contrast;1;3;22-02-2022 07:14:45
contrast;2;3;23-08-2022 03:01:04
convenient;3;3;03-01-2022 09:25:32
convince;2;3;24-08-2022 08:08:25
cool;2;3;20-08-2022 20:51:48
costume;1;3;18-09-2022 07:00:08
cottage;1;3;24-09-2022 03:35:37
cotton;1;3;08-01-2022 17:33:10
count;1;3;01-08-2022 02:37:48
countryside;1;3;29-03-2022 21:53:29
court;1;3;21-11-2022 04:43:29
cover;1;3;12-09-2022 02:12:54
covered;3;3;19-04-2022 22:05:57
cream;3;3;14-10-2022 05:26:28
criminal;3;3;26-10-2022 12:55:27
cruel;3;3;09-07-2022 19:27:50
cultural;3;3;16-10-2022 08:31:48
currency;1;3;21-01-2022 07:38:26
current;3;3;28-09-2022 03:47:33
currently;4;3;02-12-2022 12:02:44
curtain;1;3;24-01-2022 00:33:09
custom;1;3;09-03-2022 17:18:05
cut;1;3;04-10-2022 03:44:06
daily;4;3;06-04-2022 18:47:01
damage;1;3;30-12-2022 15:06:02
damage;2;3;30-06-2022 00:24:27
deal;1;3;25-12-2022 10:47:40
decade;1;3;28-01-2022 00:00:34
decorate;2;3;08-11-2022 09:17:30
deep;4;3;01-08-2022 03:53:43
define;2;3;07-10-2022 02:13:43
definite;3;3;03-03-2022 02:27:21
definition;1;3;24-04-2022 23:36:03
deliver;2;3;30-01-2022 11:29:22
departure;1;3;06-07-2022 08:59:03
despite;5;3;26-07-2022 06:26:59
destination;1;3;28-04-2022 14:41:33
determine;2;3;11-11-2022 01:19:29
determined;3;3;15-05-2022 23:50:11
development;1;3;06-08-2022 16:48:01
diagram;1;3;12-09-2022 20:56:34
diamond;1;3;08-02-2022 06:01:29
difficulty;1;3;21-07-2022 12:46:55
direct;2;3;24-02-2022 21:10:10
direct;4;3;02-10-2022 19:14:58
directly;4;3;30-09-2022 15:58:16
dirt;1;3;10-03-2022 19:10:45
disadvantage;1;3;13-03-2022 11:50:35
disappointed;3;3;03-07-2022 12:57:48
disappointing;3;3;05-05-2022 09:49:50
discount;1;3;22-07-2022 08:45:05
dislike;2;3;18-09-2022 22:14:10
dislike;1;3;16-10-2022 16:23:39
divide;2;3;24-01-2022 18:54:23
documentary;1;3;03-02-2022 08:17:17
donate;2;3;14-01-2022 13:31:56
double;4;3;26-01-2022 17:47:37
doubt;1;3;01-06-2022 03:50:44
doubt;2;3;08-02-2022 11:25:13
dressed;3;3;09-12-2022 04:43:42
drop;1;3;06-12-2022 10:40:44
drum;1;3;22-11-2022 17:37:29
drunk;3;3;12-05-2022 23:45:16
due;3;3;11-05-2022 03:47:34
dust;1;3;26-08-2022 18:41:25
duty;1;3;19-08-2022 10:46:27
earthquake;1;3;18-07-2022 12:43:56
eastern;3;3;26-10-2022 10:52:48
economic;3;3;01-08-2022 01:37:40
economy;1;3;29-08-2022 09:48:14
edge;1;3;16-01-2022 08:39:55
editor;1;3;30-12-2022 01:11:18
educate;2;3;29-05-2022 07:02:31
educated;3;3;29-08-2022 16:44:40
educational;3;3;10-06-2022 21:03:26
effective;3;3;18-10-2022 18:49:23
effectively;4;3;27-07-2022 18:56:57
effort;1;3;07-11-2022 17:23:28
election;1;3;03-11-2022 00:09:41
element;1;3;24-10-2022 09:38:12
embarrassed;3;3;26-10-2022 12:59:22
embarrassing;3;3;30-09-2022 11:14:19
emergency;1;3;25-02-2022 16:24:14
emotion;1;3;29-06-2022 04:15:43
employment;1;3;19-12-2022 13:11:37
empty;2;3;05-10-2022 17:33:29
encourage;2;3;25-03-2022 04:23:52
enemy;1;3;20-02-2022 23:44:10
engaged;3;3;05-02-2022 22:13:17
engineering;1;3;22-02-2022 03:32:42
entertain;2;3;16-06-2022 10:00:51
entertainment;1;3;17-06-2022 17:56:11
entrance;1;3;27-11-2022 05:24:08
entry;1;3;24-02-2022 14:06:57
environmental;3;3;03-02-2022 17:40:54
episode;1;3;24-12-2022 00:48:58
equal;3;3;12-10-2022 16:49:16
equal;2;3;09-07-2022 06:11:09
equally;4;3;02-12-2022 17:49:30
escape;2;3;02-05-2022 07:44:00
escape;1;3;19-06-2022 01:58:03
essential;3;3;12-08-2022 14:54:37
eventually;4;3;10-11-2022 18:25:43
examine;2;3;04-10-2022 02:26:30
except;9;3;03-11-2022 18:46:00
exchange;1;3;05-04-2022 17:19:19
exchange;2;3;31-08-2022 15:01:48
excitement;1;3;28-02-2022 00:31:21
exhibition;1;3;18-05-2022 18:51:04
expand;2;3;19-06-2022 17:42:52
expected;3;3;06-12-2022 06:35:39
expedition;1;3;11-12-2022 06:08:40
experience;2;3;11-09-2022 09:45:05
experienced;3;3;31-05-2022 16:02:46
experiment;2;3;25-07-2022 15:25:50
explode;2;3;23-05-2022 00:11:38
explore;2;3;17-03-2022 14:31:42
explosion;1;3;08-05-2022 23:07:05
export;1;3;15-10-2022 02:51:09
export;2;3;10-03-2022 10:36:53
extra;1;3;05-08-2022 06:35:01
extra;4;3;03-09-2022 08:41:45
face;2;3;05-04-2022 09:44:06
fairly;4;3;22-06-2022 11:17:50
familiar;3;3;02-08-2022 17:31:45
fancy;2;3;06-09-2022 05:36:36
fancy;3;3;27-02-2022 10:30:00
far;3;3;12-02-2022 23:21:41
fascinating;3;3;12-04-2022 15:27:44
fashionable;3;3;07-04-2022 17:56:07
fasten;2;3;15-11-2022 08:19:01
favour;1;3;18-06-2022 02:10:06
fear;2;3;12-08-2022 23:11:23
feature;2;3;16-08-2022 01:22:55
fence;1;3;11-11-2022 17:25:32
fighting;1;3;23-11-2022 06:18:20
file;1;3;28-06-2022 14:46:50
financial;3;3;21-04-2022 13:25:06
fire;2;3;25-10-2022 19:26:51
fitness;1;3;31-10-2022 18:26:06
fixed;3;3;19-12-2022 20:10:58
flag;1;3;24-01-2022 04:29:32
flood;1;3;20-07-2022 00:35:22
flood;2;3;31-08-2022 23:19:59
flour;1;3;19-11-2022 04:43:14
flow;2;3;08-12-2022 01:18:12
flow;1;3;09-05-2022 13:38:09
fold;2;3;05-11-2022 11:14:39
folk;1;3;19-09-2022 21:52:27
folk;3;3;14-08-2022 03:12:48
following;1;3;02-02-2022 22:20:50
force;1;3;05-10-2022 11:36:24
force;2;3;19-07-2022 01:57:52
forever;4;3;10-01-2022 03:27:00
frame;1;3;02-01-2022 06:43:49
frame;2;3;17-02-2022 00:16:19
freeze;2;3;27-06-2022 01:38:32
frequently;4;3;23-11-2022 08:44:11
friendship;1;3;22-10-2022 09:01:26
frighten;2;3;21-11-2022 18:20:10
frightened;3;3;16-01-2022 12:53:29
frightening;3;3;11-12-2022 12:39:35
frozen;3;3;26-02-2022 02:02:39
fry;2;3;30-09-2022 10:07:11
fuel;1;3;23-08-2022 05:02:35
function;1;3;03-01-2022 08:35:33
fur;1;3;10-02-2022 15:38:12
further;4;3;06-12-2022 04:21:56
garage;1;3;02-10-2022 06:47:42
gather;2;3;14-05-2022 03:47:55
generally;4;3;08-04-2022 22:59:13
generation;1;3;27-10-2022 04:50:41
generous;3;3;26-02-2022 00:40:34
gentle;3;3;10-05-2022 00:18:59
gentleman;1;3;11-10-2022 13:47:26
ghost;1;3;14-11-2022 23:32:37
giant;3;3;05-05-2022 09:45:27
giant;1;3;15-11-2022 20:32:34
glad;3;3;17-12-2022 06:17:30
global;3;3;13-10-2022 12:11:51
glove;1;3;02-01-2022 18:25:18
go;1;3;24-02-2022 06:40:40
goods;1;3;29-03-2022 19:21:57
grade;1;3;20-04-2022 18:31:18
graduate;1;3;22-05-2022 01:03:35
graduate;2;3;02-02-2022 08:02:09
grain;1;3;14-05-2022 16:22:46
grateful;3;3;01-06-2022 03:20:13
growth;1;3;29-01-2022 01:49:09
guard;1;3;08-11-2022 16:45:58
guard;2;3;23-01-2022 23:36:35
guilty;3;3;21-09-2022 02:55:57
hand;2;3;09-01-2022 09:42:38
hang;2;3;23-09-2022 02:10:23
happiness;1;3;28-04-2022 08:03:37
hardly;4;3;30-07-2022 06:18:06
hate;1;3;06-11-2022 20:41:57
head;2;3;03-02-2022 05:42:37
headline;1;3;21-10-2022 22:43:33
heating;1;3;11-12-2022 05:43:36
heavily;4;3;19-08-2022 12:34:04
helicopter;1;3;17-08-2022 23:16:54
highlight;2;3;21-11-2022 17:17:19
highlight;1;3;20-12-2022 06:45:56
highly;4;3;05-09-2022 10:35:22
hire;2;3;24-08-2022 04:21:53
historic;3;3;15-04-2022 23:44:38
historical;3;3;29-04-2022 18:41:06
honest;3;3;28-04-2022 09:03:06
horrible;3;3;15-03-2022 13:52:53
horror;1;3;14-10-2022 11:17:57
host;1;3;22-06-2022 02:46:20
hunt;2;3;29-04-2022 09:21:35
hurricane;1;3;06-03-2022 20:03:38
hurry;1;3;30-12-2022 21:33:40
hurry;2;3;08-06-2022 01:04:50
identity;1;3;28-04-2022 21:08:35
ignore;2;3;06-11-2022 20:42:44
illegal;3;3;13-11-2022 15:57:14
imaginary;3;3;13-06-2022 03:52:34
immediate;3;3;03-03-2022 17:28:15
immigrant;1;3;17-02-2022 07:21:05
impact;1;3;17-01-2022 18:31:40
impact;2;3;27-04-2022 18:14:31
import;1;3;25-02-2022 08:03:37
import;2;3;04-11-2022 00:13:12
importance;1;3;14-05-2022 20:21:29
impression;1;3;21-12-2022 01:47:30
impressive;3;3;06-10-2022 08:58:28
improvement;1;3;30-01-2022 11:14:30
incredibly;4;3;15-06-2022 17:26:24
indeed;4;3;09-01-2022 15:34:32
indicate;2;3;14-09-2022 06:25:57
indirect;3;3;02-09-2022 11:54:10
indoor;3;3;23-04-2022 18:46:40
indoors;4;3;26-05-2022 21:31:20
influence;1;3;13-09-2022 18:04:39
influence;2;3;26-10-2022 05:12:36
ingredient;1;3;05-07-2022 11:41:31
injure;2;3;01-07-2022 07:53:40
injured;3;3;25-12-2022 20:01:06
innocent;3;3;03-08-2022 03:22:54
intelligence;1;3;11-05-2022 16:57:27
intend;2;3;25-11-2022 16:10:25
intention;1;3;07-02-2022 00:49:36
invest;2;3;06-03-2022 20:24:58
investigate;2;3;13-12-2022 02:26:51
involved;3;3;11-04-2022 12:59:47
iron;1;3;02-01-2022 19:05:42
iron;2;3;17-01-2022 22:15:33
issue;1;3;22-06-2022 23:54:32
it;1;3;12-07-2022 09:55:47
journal;1;3;14-07-2022 06:19:14
judge;1;3;07-10-2022 22:38:03
judge;2;3;18-12-2022 17:38:43
keen;3;3;30-03-2022 01:22:20
key;2;3;09-05-2022 05:26:57
keyboard;1;3;10-03-2022 04:58:59
kick;2;3;09-08-2022 05:14:39
kick;1;3;12-12-2022 19:04:28
killing;1;3;03-01-2022 18:37:42
kind (caring);3;3;20-05-2022 08:04:44
kiss;2;3;29-05-2022 18:22:57
kiss;1;3;24-09-2022 20:02:34
knock;1;3;19-01-2022 03:03:17
label;1;3;29-08-2022 22:02:32
label;2;3;22-12-2022 00:46:26
laboratory;1;3;13-06-2022 14:26:31
lack;1;3;14-12-2022 12:23:16
lack;2;3;10-07-2022 00:20:54
latest;3;3;31-01-2022 01:50:58
lay;2;3;17-06-2022 06:35:32
layer;1;3;20-07-2022 22:48:35
lead;1;3;25-10-2022 21:28:25
leading;3;3;12-01-2022 20:17:10
leaf;1;3;12-07-2022 16:15:05
leather;1;3;10-12-2022 07:14:51
legal;3;3;01-03-2022 03:05:38
leisure;1;3;06-10-2022 22:42:09
length;1;3;13-07-2022 16:09:11
level;3;3;09-02-2022 04:18:29
lie (tell a lie);2;3;27-05-2022 00:57:37
lie (tell a lie);1;3;21-01-2022 02:04:00
like (find sb/sth pleasant);1;3;27-01-2022 10:21:06
limit;1;3;29-05-2022 13:47:05
limit;2;3;23-11-2022 10:26:26
lip;1;3;22-04-2022 19:34:22
liquid;1;3;19-02-2022 10:29:22
liquid;3;3;31-10-2022 00:40:24
literature;1;3;18-09-2022 15:03:18
live;3;3;03-06-2022 20:04:21
live;4;3;06-12-2022 08:08:07
living;3;3;25-10-2022 19:45:57
living;1;3;29-09-2022 23:10:05
local;1;3;28-08-2022 06:48:10
locate;2;3;21-12-2022 15:02:19
located;3;3;04-06-2022 19:03:01
location;1;3;09-03-2022 00:14:48
lonely;3;3;09-03-2022 04:12:30
loss;1;3;15-03-2022 09:33:27
luxury;1;3;07-01-2022 03:31:09
mad;3;3;23-01-2022 22:33:40
magic;1;3;24-07-2022 06:45:32
magic;3;3;12-05-2022 13:41:54
mainly;4;3;06-01-2022 14:36:45
mall;1;3;07-07-2022 11:58:48
management;1;3;17-07-2022 11:52:11
market;2;3;26-12-2022 00:18:36
marketing;1;3;14-03-2022 11:26:08
marriage;1;3;25-02-2022 14:41:22
meanwhile;4;3;26-04-2022 20:08:41
measure;2;3;17-09-2022 07:07:01
measure;1;3;09-09-2022 15:27:22
medium;3;3;02-10-2022 02:42:09
mental;3;3;21-03-2022 02:33:41
mention;1;3;26-09-2022 15:29:03
mess;1;3;05-02-2022 09:39:15
mess;2;3;10-06-2022 23:28:26
mild;3;3;08-06-2022 17:21:46
mine (hole in the ground);1;3;29-09-2022 16:07:40
mix;2;3;25-10-2022 15:25:40
mix;1;3;02-08-2022 18:02:19
mixture;1;3;20-12-2022 22:18:59
mood;1;3;06-11-2022 21:36:36
move;1;3;22-01-2022 20:32:52
mud;1;3;16-05-2022 17:04:31
murder;1;3;08-10-2022 18:25:45
murder;2;3;31-05-2022 02:41:17
muscle;1;3;14-11-2022 17:03:44
musical;1;3;06-11-2022 00:04:23
mystery;1;3;10-11-2022 23:15:28
nail;1;3;14-06-2022 20:17:29
narrative;1;3;22-12-2022 09:43:16
narrative;3;3;13-12-2022 16:10:59
nation;1;3;28-06-2022 18:02:54
native;3;3;29-04-2022 23:46:18
native;1;3;04-10-2022 06:11:02
naturally;4;3;31-10-2022 08:11:37
necessarily;4;3;22-12-2022 04:08:41
need;2;3;29-04-2022 05:50:09
needle;1;3;09-11-2022 11:32:37
neighbourhood;1;3;08-09-2022 12:06:54
neither;4;3;27-01-2022 12:39:45
net;1;3;12-09-2022 23:49:02
next;1;3;02-04-2022 09:08:36
nor;9;3;28-10-2022 21:34:39
nor;4;3;28-01-2022 15:31:55
normal;1;3;13-02-2022 11:18:45
northern;3;3;13-03-2022 05:39:15
note;2;3;03-04-2022 16:40:28
now;9;3;08-10-2022 15:35:19
nuclear;3;3;08-08-2022 04:30:12
obvious;3;3;02-12-2022 15:02:50
obviously;4;3;02-07-2022 01:49:45
occasion;1;3;11-03-2022 06:17:36
occur;2;3;05-08-2022 12:47:12
odd;3;3;12-08-2022 15:09:34
official;3;3;09-12-2022 19:27:13
fashioned;3;3;03-07-2022 05:11:45
once;9;3;01-08-2022 15:12:30
operation;1;3;01-06-2022 05:07:58
organized;3;3;11-04-2022 13:38:26
organizer;1;3;27-01-2022 23:35:25
original;1;3;13-01-2022 05:17:29
originally;4;3;19-08-2022 19:50:07
ought modal;2;3;27-02-2022 06:13:50
ours;8;3;08-12-2022 08:03:48
outdoor;3;3;21-03-2022 03:40:32
outdoors;4;3;09-10-2022 05:19:40
pack;1;3;29-09-2022 00:06:45
package;1;3;27-08-2022 01:52:47
painful;3;3;25-02-2022 23:50:33
pale;3;3;02-02-2022 00:39:31
pan;1;3;02-11-2022 07:09:59
participate;2;3;24-09-2022 19:12:05
particularly;4;3;01-01-2022 23:21:23
pass;1;3;17-05-2022 20:01:41
passion;1;3;16-03-2022 01:43:46
path;1;3;24-12-2022 23:57:11
payment;1;3;01-03-2022 13:58:06
peaceful;3;3;07-02-2022 20:38:29
percentage;1;3;12-04-2022 02:40:11
perfectly;4;3;03-10-2022 03:12:24
performance;1;3;20-04-2022 12:52:15
personally;4;3;02-12-2022 02:26:08
persuade;2;3;27-03-2022 13:32:58
photographer;1;3;26-03-2022 09:24:05
photography;1;3;26-01-2022 00:47:50
pin;1;3;03-08-2022 01:37:15
pin;2;3;09-01-2022 19:34:51
pipe;1;3;12-09-2022 23:32:20
place;2;3;21-03-2022 03:11:34
planning;1;3;13-10-2022 01:36:45
pleasant;3;3;29-04-2022 05:52:51
pleasure;1;3;02-08-2022 05:12:35
plenty;8;3;16-05-2022 17:03:22
plot;1;3;14-12-2022 06:42:10
plus;5;3;02-01-2022 08:28:16
poem;1;3;07-11-2022 13:59:41
poet;1;3;19-04-2022 12:14:50
poetry;1;3;31-08-2022 22:11:40
point;2;3;07-12-2022 17:07:03
poison;1;3;09-12-2022 20:27:18
poison;2;3;06-07-2022 00:42:03
poisonous;3;3;25-01-2022 19:51:08
policy;1;3;24-11-2022 05:39:18
political;3;3;25-12-2022 20:23:00
politician;1;3;18-06-2022 06:11:29
politics;1;3;15-04-2022 03:29:55
port;1;3;20-05-2022 18:55:59
portrait;1;3;18-02-2022 19:27:55
possibly;4;3;09-02-2022 09:45:35
pot;1;3;01-12-2022 17:29:54
pour;2;3;25-12-2022 17:30:41
poverty;1;3;03-08-2022 16:16:24
powder;1;3;06-09-2022 02:29:58
powerful;3;3;22-10-2022 00:51:29
practical;3;3;20-07-2022 02:09:06
pray;2;3;05-07-2022 03:45:22
prayer;1;3;07-10-2022 16:24:32
prediction;1;3;04-10-2022 09:50:40
prepared;3;3;01-07-2022 07:25:43
presentation;1;3;19-06-2022 19:20:04
press;2;3;31-07-2022 06:05:10
press;1;3;09-11-2022 23:10:25
pressure;1;3;23-08-2022 02:37:31
pretend;2;3;04-08-2022 23:21:15
previous;3;3;02-11-2022 02:27:50
previously;4;3;21-09-2022 07:24:37
priest;1;3;04-08-2022 16:43:07
primary;3;3;28-03-2022 09:09:57
prince;1;3;16-08-2022 03:33:49
princess;1;3;06-10-2022 10:27:10
printing;1;3;20-09-2022 00:09:06
prisoner;1;3;30-05-2022 04:46:05
private;3;3;27-09-2022 06:35:50
producer;1;3;19-09-2022 23:37:47
production;1;3;27-06-2022 14:43:49
profession;1;3;04-03-2022 00:18:50
profit;1;3;22-08-2022 02:30:57
program;2;3;20-06-2022 03:15:22
promote;2;3;14-01-2022 03:54:08
proper;3;3;17-10-2022 20:52:22
properly;4;3;22-07-2022 22:50:33
property;1;3;08-02-2022 11:10:51
protest;1;3;22-12-2022 07:45:35
protest;2;3;01-11-2022 06:21:39
proud;3;3;18-03-2022 23:26:35
prove;2;3;25-12-2022 15:04:24
pull;1;3;23-12-2022 02:41:29
punish;2;3;05-04-2022 22:58:58
punishment;1;3;17-01-2022 20:46:03
push;1;3;26-03-2022 19:42:41
qualification;1;3;22-06-2022 01:55:09
qualified;3;3;22-04-2022 10:28:35
qualify;2;3;20-11-2022 22:19:05
queue;1;3;13-05-2022 12:00:21
queue;2;3;27-05-2022 14:15:27
quit;2;3;23-11-2022 10:07:38
quotation;1;3;29-12-2022 21:04:50
quote;2;3;08-10-2022 07:50:57
quote;1;3;26-12-2022 11:37:51
race (people);1;3;16-11-2022 19:24:18
racing;1;3;29-06-2022 00:52:00
range;1;3;07-12-2022 06:15:49
rare;3;3;28-08-2022 19:10:06
rarely;4;3;27-02-2022 14:10:42
reaction;1;3;03-05-2022 06:47:51
reality;1;3;03-02-2022 08:36:25
receipt;1;3;11-07-2022 13:23:39
recommendation;1;3;29-06-2022 10:12:59
reference;1;3;13-02-2022 14:08:20
reflect;2;3;12-11-2022 08:12:08
regularly;4;3;13-05-2022 22:02:11
reject;2;3;04-07-2022 19:51:00
relate;2;3;26-10-2022 11:27:54
related;3;3;03-01-2022 00:16:13
relation;1;3;07-12-2022 18:00:10
relative;3;3;10-06-2022 05:38:18
relative;1;3;28-02-2022 19:05:53
relaxed;3;3;21-01-2022 20:58:11
relaxing;3;3;18-07-2022 17:32:27
release;2;3;14-11-2022 09:41:32
release;1;3;02-09-2022 10:50:53
reliable;3;3;23-03-2022 07:31:24
religion;1;3;12-04-2022 09:46:39
religious;3;3;12-08-2022 11:42:56
remain;2;3;05-02-2022 16:06:04
remind;2;3;27-02-2022 20:00:59
remote;3;3;22-05-2022 10:16:54
rent;1;3;05-09-2022 06:51:57
rent;2;3;22-09-2022 22:29:19
repair;1;3;06-04-2022 09:08:26
repeat;1;3;22-03-2022 14:09:52
repeated;3;3;26-08-2022 18:55:17
represent;2;3;28-07-2022 08:54:56
request;2;3;24-01-2022 08:02:28
require;2;3;24-09-2022 02:47:16
reservation;1;3;14-10-2022 18:21:59
resource;1;3;03-09-2022 00:49:26
respect;1;3;06-07-2022 11:18:11
respect;2;3;24-09-2022 23:48:55
responsibility;1;3;06-07-2022 00:41:38
responsible;3;3;24-01-2022 17:45:30
result;2;3;21-02-2022 23:57:33
retire;2;3;05-12-2022 19:52:20
retired;3;3;06-01-2022 21:18:46
revise;2;3;03-12-2022 07:02:53
ring;1;3;29-08-2022 16:18:44
rise;1;3;04-06-2022 13:48:24
risk;1;3;21-04-2022 09:21:54
risk;2;3;17-07-2022 08:55:48
robot;1;3;05-02-2022 06:55:00
roll;2;3;12-06-2022 05:54:50
roll;1;3;17-05-2022 07:06:21
romantic;3;3;18-07-2022 01:44:25
rope;1;3;27-08-2022 06:51:28
rough;3;3;07-12-2022 10:55:14
row;1;3;03-10-2022 05:24:14
royal;3;3;05-11-2022 03:58:28
rugby;1;3;03-12-2022 05:24:34
rule;2;3;29-09-2022 12:48:14
safety;1;3;30-06-2022 03:55:43
sail;1;3;26-03-2022 04:57:04
sailor;1;3;11-08-2022 23:50:15
sample;1;3;06-09-2022 01:26:44
sand;1;3;20-12-2022 09:13:15
scan;2;3;05-09-2022 00:59:57
scientific;3;3;09-09-2022 05:58:38
script;1;3;04-01-2022 18:19:42
sculpture;1;3;24-08-2022 17:24:45
secondary;3;3;29-03-2022 13:43:42
security;1;3;01-11-2022 05:14:17
seed;1;3;04-07-2022 06:52:47
sensible;3;3;31-03-2022 14:42:31
separate;2;3;29-08-2022 15:44:15
seriously;4;3;11-02-2022 22:22:51
servant;1;3;21-07-2022 05:14:39
set (put);2;3;14-02-2022 18:56:15
set (group);1;3;14-09-2022 04:13:20
setting;1;3;06-03-2022 16:37:23
sex;1;3;19-03-2022 02:14:33
sexual;3;3;30-05-2022 08:43:03
shake;1;3;01-04-2022 18:37:05
share;1;3;19-04-2022 18:26:30
sharp;3;3;14-06-2022 05:27:35
shelf;1;3;08-12-2022 01:56:55
shell;1;3;05-01-2022 15:59:43
shift;1;3;23-08-2022 05:17:02
shine;2;3;09-06-2022 11:34:04
shiny;3;3;08-04-2022 12:41:49
shoot;2;3;17-05-2022 17:29:19
shy;3;3;22-05-2022 05:44:25
sight;1;3;24-04-2022 02:00:02
signal;1;3;17-01-2022 17:06:43
signal;2;3;09-11-2022 06:15:22
silent;3;3;24-11-2022 23:49:06
silly;3;3;07-06-2022 03:22:30
similarity;1;3;30-07-2022 13:08:23
similarly;4;3;01-07-2022 03:20:10
simply;4;3;03-06-2022 07:07:40
since;4;3;26-09-2022 07:45:14
sink;2;3;05-05-2022 18:43:00
slice;1;3;29-08-2022 03:51:22
slice;2;3;26-06-2022 15:53:49
slightly;4;3;02-02-2022 14:50:35
slow;2;3;16-10-2022 23:01:53
smart;3;3;08-10-2022 09:48:13
smooth;3;3;21-10-2022 04:52:59
software;1;3;18-06-2022 06:17:55
soil;1;3;16-11-2022 06:49:32
solid;3;3;24-07-2022 07:15:13
solid;1;3;19-01-2022 07:02:30
sort;2;3;18-11-2022 11:48:26
southern;3;3;12-05-2022 12:59:22
specifically;4;3;01-01-2022 13:00:41
spending;1;3;06-01-2022 07:03:52
spicy;3;3;16-10-2022 06:01:27
spirit;1;3;20-04-2022 16:20:12
spoken;3;3;04-11-2022 19:06:24
spot;1;3;24-07-2022 17:47:51
spread;2;3;24-05-2022 08:40:47
spring;2;3;04-12-2022 05:24:46
stadium;1;3;14-09-2022 16:46:30
staff;1;3;03-04-2022 19:52:32
standard;1;3;03-12-2022 00:28:24
standard;3;3;04-09-2022 12:38:25
state;3;3;02-10-2022 01:19:39
state;2;3;04-07-2022 18:23:40
statistic;1;3;31-05-2022 18:01:10
statue;1;3;20-08-2022 22:29:07
stick (push into/attach);2;3;16-12-2022 10:06:56
stick (piece of wood);1;3;22-12-2022 00:57:34
still;3;3;18-08-2022 07:52:20
store;2;3;18-06-2022 07:10:20
stranger;1;3;17-03-2022 00:42:24
strength;1;3;12-06-2022 12:41:12
string;1;3;26-08-2022 01:53:17
strongly;4;3;14-04-2022 02:20:21
studio;1;3;02-08-2022 00:56:36
stuff;1;3;09-09-2022 11:54:14
substance;1;3;18-04-2022 12:24:06
successfully;4;3;02-05-2022 07:27:03
sudden;3;3;14-05-2022 22:42:48
suffer;2;3;25-03-2022 23:44:14
suit;2;3;17-12-2022 21:07:17
suitable;3;3;28-09-2022 17:42:37
summarize;2;3;18-09-2022 05:31:53
summary;1;3;11-12-2022 05:46:42
supply;1;3;18-02-2022 17:46:36
supply;2;3;25-09-2022 23:25:56
supporter;1;3;23-03-2022 01:51:05
surely;4;3;13-05-2022 02:15:00
surface;1;3;11-10-2022 21:27:02
survive;2;3;22-04-2022 08:58:13
swim;1;3;19-04-2022 17:31:50
switch;2;3;22-11-2022 17:29:11
symptom;1;3;16-09-2022 19:52:36
tail;1;3;01-09-2022 01:34:02
talent;1;3;02-07-2022 10:53:58
talented;3;3;09-10-2022 23:37:47
tape;1;3;25-01-2022 09:27:51
tax;1;3;01-10-2022 07:33:02
tax;2;3;09-02-2022 15:59:00
technical;3;3;18-03-2022 12:03:16
technique;1;3;13-11-2022 02:34:34
tend;2;3;09-01-2022 04:58:57
tent;1;3;21-06-2022 20:04:25
that;4;3;28-08-2022 15:35:13
theirs;8;3;02-04-2022 13:22:29
theme;1;3;19-09-2022 06:49:32
theory;1;3;02-01-2022 04:51:25
therefore;4;3;07-06-2022 13:57:51
this;4;3;02-02-2022 12:19:27
though;9;3;13-08-2022 00:18:44
though;4;3;12-12-2022 00:42:23
throat;1;3;06-04-2022 08:55:22
throughout;5;3;07-04-2022 21:13:01
throughout;4;3;15-05-2022 04:54:07
